what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1467683996077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467683996903
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467683997044
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467683997855
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1467684005515
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1467684006950
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467684007293
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467684009929
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684012550
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684013190
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684013876
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684014485
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684015031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684016887
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684017745
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684018603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684019102
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684019867
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684021489
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684022597
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684023845
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684030397
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684030896
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684031536
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467684036458
