what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682153918
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682168056
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682169007
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682178258
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682181144
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682195450
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1467682195481
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467682210551
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1467682211721
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467682212471
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467682220396
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1467682222892
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1467682224233
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467682233188
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467682235715
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467682238117
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682241893
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1467682249725
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1467682249756
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467682260568
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1467682268040
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1467682273781
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1467682276464
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1467682281035
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1467682285372
